"","ResponseID","Finished","MTurkCode","Q_TotalDuration","Age","NativeLang","BeganEnglish","SpeechProb","NP","Rating","ArbCont","Coll","Meas","Quant","FullCont","Type","ItemNr","OneThing","MoreThings"
"757","R_3CO84aoP3aGOsog",1,449817,386,37,"English","","No","a.group.of.llamas","b. More than one thing",0,1,0,0,0,"Coll",37,0,1
"760","R_3CO84aoP3aGOsog",1,449817,386,37,"English","","No","both.pans","b. More than one thing",0,0,0,1,0,"Quant",40,0,1
"801","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.vase.of.cattails","a. One thing",0,0,0,0,1,"FullCont",1,1,0
"802","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.variety.of.mugs","b. More than one thing",0,0,1,0,0,"Meas",2,0,1
"803","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.pack.of.matches","a. One thing",0,0,0,0,1,"FullCont",3,1,0
"804","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","all.pies","b. More than one thing",0,0,0,1,0,"Quant",4,0,1
"805","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","many.clocks","b. More than one thing",0,0,0,1,0,"Quant",5,0,1
"807","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.heap.of.blankets","a. One thing",0,1,0,0,0,"Coll",7,1,0
"808","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.smattering.of.magazines","b. More than one thing",0,0,1,0,0,"Meas",8,0,1
"809","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","some.paintings","b. More than one thing",0,0,0,1,0,"Quant",9,0,1
"810","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.matchbox.of.needles","b. More than one thing",0,0,0,0,1,"FullCont",10,0,1
"811","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.bunch.of.folders","a. One thing",0,0,1,0,0,"Meas",11,1,0
"812","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.bottle.of.pills","b. More than one thing",0,0,0,0,1,"FullCont",12,0,1
"813","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.stack.of.sandwiches","a. One thing",0,1,0,0,0,"Coll",13,1,0
"814","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","fewer.people","a. One thing",0,0,0,1,0,"Quant",14,1,0
"816","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.crowd.of.onlookers","a. One thing",0,1,0,0,0,"Coll",16,1,0
"820","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.collection.of.coins","a. One thing",0,1,0,0,0,"Coll",20,1,0
"821","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.ton.of.ties","a. One thing",0,0,0,0,1,"Meas",21,1,0
"822","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","several.pamphlets","a. One thing",0,0,0,1,0,"Quant",22,1,0
"823","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","five.baseballs","b. More than one thing",0,0,0,1,0,"Quant",23,0,1
"824","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.pile.of.pucks","a. One thing",0,1,0,0,0,"Coll",24,1,0
"825","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.crate.of.tangerines","b. More than one thing",0,0,0,0,1,"FullCont",25,0,1
"826","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.couple.of.notepads","b. More than one thing",0,0,1,0,0,"Meas",26,0,1
"827","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.set.of.dvds","a. One thing",0,1,0,0,0,"Coll",27,1,0
"828","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.handful.of.cookbooks","b. More than one thing",0,0,1,0,0,"Meas",28,0,1
"830","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","more.chips","a. One thing",0,0,0,1,0,"Quant",30,1,0
"831","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.bin.of.baseballs","b. More than one thing",0,0,0,1,0,"FullCont",31,0,1
"832","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.sack.of.potatoes","a. One thing",0,0,0,0,1,"FullCont",32,1,0
"833","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.troop.of.preschoolers","b. More than one thing",0,1,0,0,0,"Coll",33,0,1
"834","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.tube.of.balls","b. More than one thing",0,0,0,1,0,"FullCont",34,0,1
"835","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.lot.of.postcards","b. More than one thing",0,0,1,0,0,"Meas",35,0,1
"836","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.number.of.bags","b. More than one thing",0,0,1,0,0,"Meas",36,0,1
"837","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","a.group.of.llamas","b. More than one thing",0,1,0,0,0,"Coll",37,0,1
"840","R_3faWPJ6AloBKPyF",1,744834,398,30,"English","","No","both.pans","b. More than one thing",0,0,0,1,0,"Quant",40,0,1
"881","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.vase.of.cattails","a. One thing",0,0,0,0,1,"FullCont",1,1,0
"882","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.variety.of.mugs","b. More than one thing",0,0,1,0,0,"Meas",2,0,1
"883","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.pack.of.matches","a. One thing",0,0,0,0,1,"FullCont",3,1,0
"884","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","all.pies","b. More than one thing",0,0,0,1,0,"Quant",4,0,1
"885","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","many.clocks","b. More than one thing",0,0,0,1,0,"Quant",5,0,1
"887","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.heap.of.blankets","b. More than one thing",0,1,0,0,0,"Coll",7,0,1
"888","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.smattering.of.magazines","b. More than one thing",0,0,1,0,0,"Meas",8,0,1
"889","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","some.paintings","b. More than one thing",0,0,0,1,0,"Quant",9,0,1
"890","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.matchbox.of.needles","a. One thing",0,0,0,0,1,"FullCont",10,1,0
"891","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.bunch.of.folders","b. More than one thing",0,0,1,0,0,"Meas",11,0,1
"892","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.bottle.of.pills","a. One thing",0,0,0,0,1,"FullCont",12,1,0
"893","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.stack.of.sandwiches","b. More than one thing",0,1,0,0,0,"Coll",13,0,1
"894","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","fewer.people","b. More than one thing",0,0,0,1,0,"Quant",14,0,1
"896","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.crowd.of.onlookers","a. One thing",0,1,0,0,0,"Coll",16,1,0
"900","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.collection.of.coins","b. More than one thing",0,1,0,0,0,"Coll",20,0,1
"901","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.ton.of.ties","b. More than one thing",0,0,0,0,1,"Meas",21,0,1
"902","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","several.pamphlets","b. More than one thing",0,0,0,1,0,"Quant",22,0,1
"903","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","five.baseballs","b. More than one thing",0,0,0,1,0,"Quant",23,0,1
"904","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.pile.of.pucks","a. One thing",0,1,0,0,0,"Coll",24,1,0
"905","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.crate.of.tangerines","a. One thing",0,0,0,0,1,"FullCont",25,1,0
"906","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.couple.of.notepads","b. More than one thing",0,0,1,0,0,"Meas",26,0,1
"907","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.set.of.dvds","b. More than one thing",0,1,0,0,0,"Coll",27,0,1
"908","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.handful.of.cookbooks","b. More than one thing",0,0,1,0,0,"Meas",28,0,1
"910","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","more.chips","b. More than one thing",0,0,0,1,0,"Quant",30,0,1
"911","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.bin.of.baseballs","a. One thing",0,0,0,1,0,"FullCont",31,1,0
"912","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.sack.of.potatoes","a. One thing",0,0,0,0,1,"FullCont",32,1,0
"913","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.troop.of.preschoolers","b. More than one thing",0,1,0,0,0,"Coll",33,0,1
"914","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.tube.of.balls","a. One thing",0,0,0,1,0,"FullCont",34,1,0
"915","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.lot.of.postcards","b. More than one thing",0,0,1,0,0,"Meas",35,0,1
"916","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.number.of.bags","b. More than one thing",0,0,1,0,0,"Meas",36,0,1
"917","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","a.group.of.llamas","b. More than one thing",0,1,0,0,0,"Coll",37,0,1
"920","R_3iDLjDcMGW4Cwqi",1,498762,253,23,"English","","No","both.pans","b. More than one thing",0,0,0,1,0,"Quant",40,0,1
"961","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.vase.of.cattails","a. One thing",0,0,0,0,1,"FullCont",1,1,0
"962","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.variety.of.mugs","b. More than one thing",0,0,1,0,0,"Meas",2,0,1
"963","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.pack.of.matches","a. One thing",0,0,0,0,1,"FullCont",3,1,0
"964","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","all.pies","b. More than one thing",0,0,0,1,0,"Quant",4,0,1
"965","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","many.clocks","b. More than one thing",0,0,0,1,0,"Quant",5,0,1
"967","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.heap.of.blankets","b. More than one thing",0,1,0,0,0,"Coll",7,0,1
"968","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.smattering.of.magazines","b. More than one thing",0,0,1,0,0,"Meas",8,0,1
"969","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","some.paintings","b. More than one thing",0,0,0,1,0,"Quant",9,0,1
"970","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.matchbox.of.needles","a. One thing",0,0,0,0,1,"FullCont",10,1,0
"971","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.bunch.of.folders","b. More than one thing",0,0,1,0,0,"Meas",11,0,1
"972","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.bottle.of.pills","a. One thing",0,0,0,0,1,"FullCont",12,1,0
"973","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.stack.of.sandwiches","b. More than one thing",0,1,0,0,0,"Coll",13,0,1
"974","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","fewer.people","b. More than one thing",0,0,0,1,0,"Quant",14,0,1
"976","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.crowd.of.onlookers","b. More than one thing",0,1,0,0,0,"Coll",16,0,1
"980","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.collection.of.coins","b. More than one thing",0,1,0,0,0,"Coll",20,0,1
"981","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.ton.of.ties","b. More than one thing",0,0,0,0,1,"Meas",21,0,1
"982","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","several.pamphlets","b. More than one thing",0,0,0,1,0,"Quant",22,0,1
"983","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","five.baseballs","b. More than one thing",0,0,0,1,0,"Quant",23,0,1
"984","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.pile.of.pucks","b. More than one thing",0,1,0,0,0,"Coll",24,0,1
"985","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.crate.of.tangerines","a. One thing",0,0,0,0,1,"FullCont",25,1,0
"986","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.couple.of.notepads","b. More than one thing",0,0,1,0,0,"Meas",26,0,1
"987","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.set.of.dvds","b. More than one thing",0,1,0,0,0,"Coll",27,0,1
"988","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.handful.of.cookbooks","b. More than one thing",0,0,1,0,0,"Meas",28,0,1
"990","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","more.chips","b. More than one thing",0,0,0,1,0,"Quant",30,0,1
"991","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.bin.of.baseballs","b. More than one thing",0,0,0,1,0,"FullCont",31,0,1
"992","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.sack.of.potatoes","a. One thing",0,0,0,0,1,"FullCont",32,1,0
"993","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.troop.of.preschoolers","b. More than one thing",0,1,0,0,0,"Coll",33,0,1
"994","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.tube.of.balls","b. More than one thing",0,0,0,1,0,"FullCont",34,0,1
"995","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.lot.of.postcards","b. More than one thing",0,0,1,0,0,"Meas",35,0,1
"996","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.number.of.bags","b. More than one thing",0,0,1,0,0,"Meas",36,0,1
"997","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","a.group.of.llamas","b. More than one thing",0,1,0,0,0,"Coll",37,0,1
"1000","R_3oHP28UPMCppddz",1,440287,635,36,"English","","No","both.pans","b. More than one thing",0,0,0,1,0,"Quant",40,0,1
"1041","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.vase.of.cattails","b. More than one thing",0,0,0,0,1,"FullCont",1,0,1
"1042","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.variety.of.mugs","b. More than one thing",0,0,1,0,0,"Meas",2,0,1
"1043","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.pack.of.matches","b. More than one thing",0,0,0,0,1,"FullCont",3,0,1
"1044","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","all.pies","b. More than one thing",0,0,0,1,0,"Quant",4,0,1
"1045","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","many.clocks","b. More than one thing",0,0,0,1,0,"Quant",5,0,1
"1047","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.heap.of.blankets","b. More than one thing",0,1,0,0,0,"Coll",7,0,1
"1048","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.smattering.of.magazines","b. More than one thing",0,0,1,0,0,"Meas",8,0,1
"1049","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","some.paintings","b. More than one thing",0,0,0,1,0,"Quant",9,0,1
"1050","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.matchbox.of.needles","b. More than one thing",0,0,0,0,1,"FullCont",10,0,1
"1051","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.bunch.of.folders","b. More than one thing",0,0,1,0,0,"Meas",11,0,1
"1052","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.bottle.of.pills","b. More than one thing",0,0,0,0,1,"FullCont",12,0,1
"1053","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.stack.of.sandwiches","b. More than one thing",0,1,0,0,0,"Coll",13,0,1
"1054","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","fewer.people","b. More than one thing",0,0,0,1,0,"Quant",14,0,1
"1056","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.crowd.of.onlookers","b. More than one thing",0,1,0,0,0,"Coll",16,0,1
"1060","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.collection.of.coins","b. More than one thing",0,1,0,0,0,"Coll",20,0,1
"1061","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.ton.of.ties","b. More than one thing",0,0,0,0,1,"Meas",21,0,1
"1062","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","several.pamphlets","b. More than one thing",0,0,0,1,0,"Quant",22,0,1
"1063","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","five.baseballs","b. More than one thing",0,0,0,1,0,"Quant",23,0,1
"1064","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.pile.of.pucks","b. More than one thing",0,1,0,0,0,"Coll",24,0,1
"1065","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.crate.of.tangerines","b. More than one thing",0,0,0,0,1,"FullCont",25,0,1
"1066","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.couple.of.notepads","b. More than one thing",0,0,1,0,0,"Meas",26,0,1
"1067","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.set.of.dvds","b. More than one thing",0,1,0,0,0,"Coll",27,0,1
"1068","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.handful.of.cookbooks","b. More than one thing",0,0,1,0,0,"Meas",28,0,1
"1070","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","more.chips","b. More than one thing",0,0,0,1,0,"Quant",30,0,1
"1071","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.bin.of.baseballs","b. More than one thing",0,0,0,1,0,"FullCont",31,0,1
"1072","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.sack.of.potatoes","b. More than one thing",0,0,0,0,1,"FullCont",32,0,1
"1073","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.troop.of.preschoolers","b. More than one thing",0,1,0,0,0,"Coll",33,0,1
"1074","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.tube.of.balls","b. More than one thing",0,0,0,1,0,"FullCont",34,0,1
"1075","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.lot.of.postcards","b. More than one thing",0,0,1,0,0,"Meas",35,0,1
"1076","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.number.of.bags","b. More than one thing",0,0,1,0,0,"Meas",36,0,1
"1077","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","a.group.of.llamas","b. More than one thing",0,1,0,0,0,"Coll",37,0,1
"1080","R_3ps4vCSYiumY8zi",1,701914,273,23,"English","1","No","both.pans","b. More than one thing",0,0,0,1,0,"Quant",40,0,1
"1121","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.vase.of.cattails","b. More than one thing",0,0,0,0,1,"FullCont",1,0,1
"1122","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.variety.of.mugs","b. More than one thing",0,0,1,0,0,"Meas",2,0,1
"1123","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.pack.of.matches","a. One thing",0,0,0,0,1,"FullCont",3,1,0
"1124","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","all.pies","b. More than one thing",0,0,0,1,0,"Quant",4,0,1
"1125","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","many.clocks","b. More than one thing",0,0,0,1,0,"Quant",5,0,1
"1127","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.heap.of.blankets","b. More than one thing",0,1,0,0,0,"Coll",7,0,1
"1128","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.smattering.of.magazines","b. More than one thing",0,0,1,0,0,"Meas",8,0,1
"1129","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","some.paintings","b. More than one thing",0,0,0,1,0,"Quant",9,0,1
"1130","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.matchbox.of.needles","a. One thing",0,0,0,0,1,"FullCont",10,1,0
"1131","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.bunch.of.folders","b. More than one thing",0,0,1,0,0,"Meas",11,0,1
"1132","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.bottle.of.pills","a. One thing",0,0,0,0,1,"FullCont",12,1,0
"1133","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.stack.of.sandwiches","b. More than one thing",0,1,0,0,0,"Coll",13,0,1
"1134","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","fewer.people","b. More than one thing",0,0,0,1,0,"Quant",14,0,1
"1136","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.crowd.of.onlookers","b. More than one thing",0,1,0,0,0,"Coll",16,0,1
"1140","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.collection.of.coins","b. More than one thing",0,1,0,0,0,"Coll",20,0,1
"1141","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.ton.of.ties","b. More than one thing",0,0,0,0,1,"Meas",21,0,1
"1142","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","several.pamphlets","b. More than one thing",0,0,0,1,0,"Quant",22,0,1
"1143","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","five.baseballs","b. More than one thing",0,0,0,1,0,"Quant",23,0,1
"1144","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.pile.of.pucks","b. More than one thing",0,1,0,0,0,"Coll",24,0,1
"1145","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.crate.of.tangerines","a. One thing",0,0,0,0,1,"FullCont",25,1,0
"1146","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.couple.of.notepads","b. More than one thing",0,0,1,0,0,"Meas",26,0,1
"1147","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.set.of.dvds","a. One thing",0,1,0,0,0,"Coll",27,1,0
"1148","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.handful.of.cookbooks","b. More than one thing",0,0,1,0,0,"Meas",28,0,1
"1150","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","more.chips","b. More than one thing",0,0,0,1,0,"Quant",30,0,1
"1151","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.bin.of.baseballs","a. One thing",0,0,0,1,0,"FullCont",31,1,0
"1152","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.sack.of.potatoes","a. One thing",0,0,0,0,1,"FullCont",32,1,0
"1153","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.troop.of.preschoolers","b. More than one thing",0,1,0,0,0,"Coll",33,0,1
"1154","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.tube.of.balls","a. One thing",0,0,0,1,0,"FullCont",34,1,0
"1155","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.lot.of.postcards","b. More than one thing",0,0,1,0,0,"Meas",35,0,1
"1156","R_DH40fe4gJym1lrr",1,251758,297,30,"English","","No","a.number.of.bags","b. More than one thing",0,0,1,0,0,"Meas",36,0,1
